JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
90,49,8,25.03.2025,homepage,View,248.0
91,99,10,07.12.2023,homepage,Click,244.0
92,88,14,09.03.2025,homepage,View,29.0
93,43,8,22.08.2023,checkout,Drop-off,
94,15,18,20.09.2024,homepage,Click,143.0
95,60,8,14.09.2024,homepage,View,182.0
96,22,9,28.07.2024,productpage,View,212.0
97,92,19,26.05.2025,homepage,View,203.0
98,95,8,25.05.2025,homepage,Click,68.0
99,58,16,06.07.2024,checkout,Purchase,87.0
100,92,10,06.04.2024,productpage,View,237.0
101,24,12,14.04.2024,homepage,Click,37.0
102,33,16,23.04.2024,homepage,View,165.0
103,7,11,06.12.2025,checkout,Drop-off,
104,51,18,03.05.2023,homepage,Click,156.0
105,68,2,19.11.2023,homepage,View,80.0
106,90,11,03.10.2024,productpage,View,96.0
107,76,19,15.03.2023,productpage,View,215.0
108,14,5,06.03.2023,productpage,View,245.0
109,65,7,14.08.2025,checkout,Drop-off,
110,20,18,07.02.2023,productpage,View,232.0
111,72,12,11.06.2023,homepage,View,264.0
112,30,12,16.04.2025,productpage,View,203.0
113,79,18,15.12.2025,checkout,Drop-off,
114,92,10,26.06.2023,productpage,View,38.0
115,38,14,07.01.2024,homepage,View,297.0
116,27,1,29.04.2024,productpage,View,297.0
117,46,5,14.12.2025,productpage,View,103.0
118,26,14,25.04.2025,productpage,View,71.0
119,93,20,13.03.2025,homepage,Click,172.0
120,37,17,29.02.2024,checkout,Purchase,180.0
121,86,5,17.10.2025,homepage,Click,33.0
122,96,19,22.10.2025,productpage,Click,201.0
123,59,15,10.04.2024,homepage,View,93.0
124,10,8,27.07.2024,productpage,View,262.0
125,67,19,07.06.2025,checkout,Drop-off,
126,39,4,14.01.2025,homepage,Click,142.0
127,5,4,11.12.2023,homepage,View,287.0
128,34,8,03.07.2023,homepage,Click,13.0
129,91,20,05.07.2025,homepage,Click,283.0
130,41,13,07.09.2024,homepage,Click,73.0
131,98,13,09.01.2025,homepage,View,15.0
132,68,14,17.06.2023,productpage,View,56.0
133,46,20,20.06.2024,homepage,View,74.0
134,40,9,14.12.2023,homepage,Click,34.0
135,52,20,03.05.2025,productpage,Click,168.0
136,77,2,29.05.2024,homepage,View,129.0
137,40,6,07.02.2023,productpage,View,85.0
138,26,18,11.05.2025,productpage,View,172.0
139,24,5,13.11.2025,homepage,View,248.0
140,11,12,26.01.2024,checkout,Drop-off,
141,57,7,01.07.2024,productpage,View,15.0
142,53,14,31.05.2024,homepage,Click,10.0
143,95,17,13.03.2025,homepage,Click,262.0
144,95,12,17.09.2025,homepage,Click,179.0
145,60,19,21.10.2025,homepage,Click,62.0
146,86,1,07.12.2025,homepage,View,208.0
147,86,18,21.04.2023,homepage,View,294.0
148,15,3,22.10.2025,productpage,View,185.0
149,93,7,27.05.2024,productpage,View,18.0
150,58,16,20.04.2024,homepage,Click,263.0
151,79,20,04.11.2023,checkout,Purchase,298.0
152,85,5,02.07.2024,checkout,Drop-off,
153,39,19,19.09.2025,homepage,Click,253.0
154,85,20,04.08.2023,homepage,View,22.0
155,82,2,12.05.2023,homepage,View,195.0
156,26,3,18.10.2024,checkout,Drop-off,
157,96,20,10.09.2025,homepage,View,86.0
158,17,18,19.11.2025,homepage,Click,97.0
159,36,7,21.03.2024,productpage,Click,160.0
160,83,12,20.12.2025,checkout,Purchase,240.0
161,17,19,15.01.2025,productpage,View,50.0
162,52,10,30.03.2024,productpage,View,139.0
163,49,2,20.02.2024,homepage,View,101.0
164,90,9,19.10.2025,homepage,Click,226.0
165,93,15,18.09.2024,homepage,Click,169.0
166,44,13,27.09.2024,checkout,Purchase,141.0
167,8,4,18.02.2023,productpage,View,133.0
168,88,17,03.04.2023,productpage,View,274.0
169,40,19,03.03.2023,homepage,View,255.0
170,98,13,20.10.2025,productpage,View,33.0
171,29,2,09.09.2023,homepage,Click,287.0
172,33,8,30.10.2023,productpage,Click,212.0
173,64,5,28.08.2024,productpage,Click,231.0
174,62,7,12.12.2024,homepage,Click,299.0
175,82,16,17.10.2025,checkout,Purchase,291.0
176,80,6,12.05.2023,checkout,Drop-off,
177,5,17,06.03.2024,productpage,View,237.0
178,93,10,03.02.2023,homepage,View,100.0
179,99,5,02.06.2025,productpage,View,187.0
180,54,17,26.11.2024,homepage,View,110.0
181,44,20,19.05.2025,checkout,Drop-off,
182,33,13,22.04.2025,productpage,View,248.0
183,54,16,21.08.2024,productpage,View,129.0
184,7,11,30.09.2024,productpage,View,250.0
185,27,6,29.12.2023,productpage,View,165.0
186,25,2,04.01.2024,productpage,View,287.0
187,51,14,22.09.2025,checkout,Drop-off,
188,94,2,27.01.2025,homepage,View,21.0
189,57,8,20.08.2023,checkout,Drop-off,
190,90,18,14.02.2024,homepage,View,257.0
191,40,10,19.07.2023,homepage,Click,100.0
192,82,3,31.03.2023,checkout,Purchase,118.0
193,88,13,22.09.2025,homepage,Click,121.0
194,13,11,27.04.2025,homepage,View,54.0
195,8,4,12.08.2025,homepage,Click,16.0
196,25,8,23.08.2025,productpage,Click,25.0
197,29,9,07.10.2024,productpage,Click,295.0
198,70,8,23.12.2025,homepage,View,275.0
199,43,11,02.02.2024,productpage,View,17.0
200,83,18,24.02.2024,productpage,View,78.0
201,75,10,25.04.2025,checkout,Drop-off,
202,87,12,22.04.2023,productpage,View,145.0
203,44,11,28.12.2024,homepage,View,230.0
204,99,20,01.09.2025,homepage,Click,21.0
205,41,19,03.03.2023,homepage,View,282.0
206,39,5,21.04.2023,productpage,View,118.0
207,46,3,02.02.2023,homepage,Click,224.0
208,43,4,30.12.2023,productpage,Drop-off,
209,36,12,08.10.2025,productpage,View,246.0
210,63,7,07.09.2023,checkout,Drop-off,
211,54,9,19.04.2024,productpage,View,255.0
212,99,15,03.03.2025,homepage,View,269.0
213,54,3,07.03.2025,productpage,View,145.0
214,33,9,10.01.2023,productpage,View,200.0
215,71,7,08.06.2024,checkout,Drop-off,
216,33,6,05.01.2023,checkout,Drop-off,
217,82,16,26.08.2023,homepage,View,118.0
218,19,3,04.05.2025,homepage,View,155.0
219,15,10,29.12.2024,homepage,Click,280.0
220,43,5,11.07.2024,productpage,Click,235.0
221,52,12,19.08.2025,homepage,View,213.0
222,66,15,02.03.2024,homepage,View,227.0
223,53,1,07.03.2024,productpage,View,184.0
224,84,10,21.03.2025,checkout,Drop-off,
225,12,10,27.11.2023,productpage,View,163.0
226,72,20,03.06.2023,homepage,Click,206.0
227,7,6,01.05.2024,productpage,Click,171.0
228,40,6,15.01.2023,homepage,Click,174.0
229,16,17,30.01.2025,productpage,Drop-off,
230,78,20,13.11.2025,productpage,View,176.0
231,61,12,31.07.2025,homepage,View,206.0
232,81,2,28.06.2025,checkout,Drop-off,
233,92,15,11.05.2023,productpage,View,252.0
234,54,20,02.02.2025,productpage,View,191.0
235,33,7,25.01.2024,productpage,View,109.0
236,10,11,27.07.2025,homepage,Click,209.0
237,29,4,26.06.2023,homepage,Click,260.0
238,93,14,29.08.2025,homepage,View,153.0
239,60,13,28.04.2024,checkout,Drop-off,
240,15,9,16.09.2023,homepage,Click,103.0
241,63,18,17.06.2024,checkout,Purchase,101.0
242,76,3,31.01.2023,homepage,View,23.0
243,82,9,20.04.2024,homepage,Click,255.0
244,3,5,24.04.2025,productpage,Click,187.0
245,69,20,06.04.2024,productpage,Click,283.0
246,90,4,10.08.2024,productpage,Click,154.0
247,26,9,26.10.2023,homepage,View,97.0
248,35,20,23.02.2024,homepage,Click,46.0
249,58,7,21.07.2023,homepage,View,133.0
250,81,13,12.10.2025,productpage,View,209.0
251,13,6,10.12.2023,homepage,View,102.0
252,87,19,13.01.2023,homepage,View,208.0
253,71,11,07.01.2023,homepage,Click,279.0
254,12,12,09.02.2025,homepage,Click,255.0
255,95,9,19.09.2024,productpage,Click,239.0
256,32,8,04.06.2025,productpage,Click,59.0
257,30,20,07.10.2024,productpage,Click,163.0
258,34,5,13.11.2023,homepage,View,146.0
259,92,14,12.10.2024,homepage,Click,16.0
260,100,17,15.07.2025,homepage,View,265.0
261,23,5,07.10.2025,homepage,View,239.0
262,52,16,07.10.2023,productpage,View,53.0
263,94,8,09.03.2024,productpage,View,185.0
264,3,2,05.09.2024,productpage,View,222.0
265,99,16,09.03.2023,homepage,Click,235.0
266,57,9,11.02.2024,homepage,View,185.0
267,6,7,17.04.2025,checkout,Drop-off,
268,67,8,02.02.2025,homepage,View,285.0
269,9,7,14.11.2025,homepage,Click,16.0
270,66,9,22.06.2023,checkout,Purchase,296.0
271,20,4,19.08.2025,checkout,Drop-off,
272,17,10,03.08.2023,checkout,Drop-off,
273,87,1,22.03.2025,checkout,Drop-off,
274,95,19,28.09.2023,checkout,Drop-off,
275,88,13,05.11.2023,checkout,Drop-off,
276,27,19,22.11.2023,checkout,Drop-off,
277,63,12,06.10.2025,productpage,View,300.0
278,78,8,07.01.2024,productpage,View,125.0
279,97,1,25.02.2025,checkout,Drop-off,
280,69,15,17.09.2023,homepage,Click,223.0
281,10,4,06.01.2025,homepage,View,236.0
282,67,12,10.07.2024,homepage,View,256.0
283,90,14,05.01.2025,productpage,View,106.0
284,88,7,25.09.2023,homepage,Click,278.0
285,58,4,11.06.2024,checkout,Purchase,269.0
286,51,19,01.08.2023,homepage,View,243.0
287,100,13,12.01.2023,checkout,Drop-off,
288,6,1,11.04.2023,homepage,Click,128.0
289,90,12,15.08.2025,checkout,Purchase,148.0
290,49,20,13.04.2023,checkout,Drop-off,
291,32,6,02.11.2023,homepage,Click,264.0
292,39,15,04.06.2023,productpage,Click,201.0
293,18,19,08.09.2023,productpage,Click,77.0
294,41,5,31.07.2023,homepage,Click,121.0
295,92,19,28.03.2023,checkout,Purchase,220.0
296,50,4,14.10.2024,checkout,Drop-off,
297,74,4,04.03.2024,homepage,Click,163.0
298,84,10,19.12.2024,checkout,Purchase,80.0
299,7,9,27.10.2025,homepage,View,195.0
300,91,16,20.09.2023,checkout,Drop-off,
301,84,3,15.01.2023,productpage,View,148.0
302,14,10,16.08.2023,checkout,Drop-off,
303,80,9,24.05.2024,homepage,View,212.0
304,91,12,06.05.2023,productpage,View,43.0
305,74,20,04.09.2025,productpage,View,41.0
306,71,2,14.07.2023,homepage,Click,179.0
307,85,11,16.02.2025,productpage,Click,209.0
308,80,12,12.03.2025,homepage,Click,178.0
309,38,11,16.08.2024,productpage,Click,176.0
310,73,18,04.11.2023,productpage,Click,216.0
311,33,19,10.02.2024,productpage,Click,67.0
312,9,11,15.05.2023,checkout,Purchase,165.0
313,85,5,07.10.2023,productpage,View,140.0
314,75,11,29.12.2024,homepage,View,297.0
315,21,6,05.11.2023,homepage,Click,74.0
316,91,19,12.11.2025,homepage,Click,260.0
317,13,6,22.03.2023,homepage,View,88.0
318,13,4,01.02.2025,homepage,View,221.0
319,64,10,17.07.2025,homepage,View,99.0
320,94,8,29.11.2025,checkout,Drop-off,
321,10,3,24.11.2024,checkout,Drop-off,
322,22,18,25.05.2024,productpage,View,18.0
323,44,19,08.04.2025,homepage,View,254.0
324,77,9,06.03.2025,productpage,View,275.0
325,47,7,31.01.2023,checkout,Drop-off,
326,79,19,30.11.2024,homepage,View,69.0
327,11,14,29.04.2024,homepage,View,204.0
328,46,16,22.12.2024,productpage,View,52.0
329,88,15,24.02.2023,homepage,Click,221.0
330,3,14,11.04.2024,checkout,Purchase,249.0
331,2,8,07.05.2025,productpage,View,128.0
332,68,6,26.02.2025,homepage,View,111.0
333,42,7,15.05.2024,homepage,Click,217.0
334,43,18,24.09.2024,homepage,Click,160.0
335,93,16,22.09.2024,productpage,Click,248.0
336,74,11,08.03.2025,homepage,Click,237.0
337,71,1,19.11.2024,homepage,Click,94.0
338,51,3,18.06.2024,productpage,Click,288.0
339,37,6,07.11.2024,productpage,Drop-off,
340,63,20,22.05.2025,productpage,View,98.0
341,79,11,12.02.2025,homepage,View,16.0
342,23,17,19.06.2024,productpage,View,109.0
343,50,12,07.07.2025,checkout,Drop-off,
344,77,1,05.04.2025,homepage,View,14.0
345,27,6,22.12.2024,checkout,Drop-off,
346,68,11,12.06.2024,homepage,Click,284.0
347,76,16,23.06.2024,productpage,Click,117.0
348,10,5,27.01.2025,homepage,View,144.0
349,89,4,15.12.2023,productpage,View,193.0
350,99,18,18.02.2025,productpage,View,103.0
351,65,16,19.06.2023,homepage,View,18.0
352,98,7,01.09.2025,productpage,View,165.0
353,19,10,13.07.2024,homepage,View,60.0
354,34,3,21.02.2023,homepage,Click,110.0
355,97,4,18.02.2025,homepage,Click,22.0
356,65,18,26.01.2024,homepage,View,234.0
357,11,13,02.04.2025,homepage,View,174.0
358,62,11,09.08.2023,homepage,Click,191.0
359,2,17,16.03.2024,homepage,View,141.0
360,63,18,28.08.2023,homepage,Click,270.0
361,96,9,30.10.2025,productpage,Drop-off,
362,82,10,29.05.2023,homepage,View,300.0
363,80,10,07.04.2023,productpage,View,123.0
364,48,16,24.09.2025,homepage,View,30.0
365,6,5,04.06.2023,checkout,Drop-off,
366,37,2,08.09.2025,checkout,Drop-off,
367,61,18,04.03.2023,homepage,View,272.0
368,26,10,28.04.2025,productpage,View,217.0
369,89,4,22.03.2023,productpage,View,192.0
370,15,15,25.07.2025,productpage,View,173.0
371,71,11,28.09.2023,productpage,View,227.0
372,76,16,15.01.2023,homepage,View,231.0
373,51,19,09.04.2024,homepage,Click,219.0
374,67,13,29.08.2023,productpage,Click,114.0
375,23,2,08.03.2025,checkout,Purchase,125.0
376,40,1,23.05.2025,productpage,View,216.0
377,86,10,25.06.2025,productpage,View,99.0
378,60,1,02.11.2023,productpage,View,124.0
379,92,15,25.11.2024,checkout,Drop-off,
380,1,11,29.05.2023,checkout,Drop-off,
381,2,3,23.03.2024,productpage,View,187.0
382,92,19,05.06.2025,productpage,View,260.0
383,55,6,03.01.2023,productpage,View,72.0
384,2,12,24.09.2024,checkout,Drop-off,
385,90,2,15.04.2025,productpage,View,189.0
386,37,6,31.07.2023,productpage,View,168.0
387,22,4,19.12.2024,checkout,Drop-off,
388,40,11,02.12.2024,homepage,View,11.0
389,63,4,14.04.2023,productpage,View,276.0
390,74,7,16.07.2023,checkout,Drop-off,
391,74,13,20.04.2025,checkout,Drop-off,
392,50,13,16.03.2024,productpage,View,50.0
393,14,5,26.05.2024,productpage,View,120.0
394,39,5,16.04.2025,productpage,View,143.0
395,73,10,19.08.2025,homepage,View,59.0
396,62,9,14.03.2023,productpage,View,238.0
397,54,15,17.03.2023,homepage,Click,239.0
398,86,17,04.03.2025,homepage,View,290.0
399,26,2,03.08.2025,productpage,View,108.0
400,28,12,30.05.2024,homepage,View,45.0
401,86,20,04.04.2025,productpage,View,203.0
402,42,4,24.11.2024,homepage,View,278.0
403,47,2,21.03.2023,productpage,View,112.0
404,30,13,22.04.2023,homepage,View,112.0
405,97,7,21.08.2024,productpage,View,40.0
406,27,7,09.05.2025,productpage,View,107.0
407,79,6,26.02.2024,homepage,Click,35.0
408,36,15,31.01.2024,homepage,Click,182.0
409,90,17,28.06.2025,homepage,Click,44.0
410,71,12,13.09.2023,homepage,View,38.0
411,74,19,08.02.2023,homepage,Click,231.0
412,3,20,08.08.2025,productpage,Click,74.0
413,29,5,09.07.2023,productpage,Click,235.0
414,24,15,06.05.2025,productpage,Drop-off,
415,56,2,26.10.2023,homepage,View,35.0
416,34,6,24.09.2025,productpage,View,151.0
417,50,12,04.02.2024,homepage,View,205.0
418,97,8,04.05.2024,checkout,Drop-off,
419,52,7,06.11.2023,checkout,Drop-off,
420,25,16,04.09.2023,homepage,Click,204.0
421,25,2,22.10.2023,productpage,Click,269.0
422,87,6,04.10.2024,homepage,View,263.0
423,26,15,12.06.2023,homepage,Click,121.0
424,94,10,14.08.2023,checkout,Purchase,164.0
425,60,16,21.11.2024,homepage,Click,287.0
426,60,20,26.02.2025,productpage,Click,158.0
427,98,2,08.02.2023,homepage,View,262.0
428,48,12,04.12.2025,homepage,View,242.0
429,100,15,02.04.2023,homepage,Click,97.0
430,7,20,19.01.2025,productpage,Click,63.0
431,66,12,30.08.2025,productpage,Click,229.0
432,73,3,22.08.2023,productpage,Click,27.0
433,20,18,27.11.2025,productpage,Click,205.0
434,46,4,29.09.2023,homepage,View,94.0
435,45,8,20.12.2024,productpage,View,134.0
436,91,20,15.05.2024,productpage,View,206.0
437,43,14,08.06.2025,homepage,Click,164.0
438,73,10,10.11.2024,homepage,Click,45.0
439,87,12,29.02.2024,homepage,View,252.0
440,2,7,12.10.2025,productpage,View,187.0
441,3,5,23.05.2023,productpage,View,51.0
442,74,13,25.10.2023,homepage,View,164.0
443,98,5,04.09.2023,checkout,Drop-off,
444,76,18,27.01.2025,homepage,Click,220.0
445,4,3,09.05.2025,productpage,Click,235.0
446,92,13,04.04.2024,homepage,Click,108.0
447,64,11,15.01.2024,checkout,Purchase,65.0
448,27,4,30.09.2023,productpage,View,279.0
449,15,8,10.04.2025,productpage,View,83.0
450,68,16,02.11.2023,productpage,View,20.0
451,17,14,27.11.2025,homepage,View,142.0
452,86,4,07.10.2024,checkout,Drop-off,
453,49,17,13.02.2023,homepage,View,188.0
454,93,3,01.06.2023,homepage,View,268.0
455,79,10,13.04.2025,productpage,View,126.0
456,93,20,09.09.2023,checkout,Drop-off,
457,33,19,29.09.2023,homepage,Click,71.0
458,94,2,20.01.2025,checkout,Purchase,192.0
459,58,7,12.10.2024,homepage,View,159.0
460,45,3,17.02.2023,homepage,Click,96.0
461,19,5,05.09.2024,checkout,Purchase,176.0
462,59,6,14.04.2025,productpage,View,199.0
463,32,17,03.02.2023,productpage,View,185.0
464,32,1,10.10.2023,productpage,View,153.0
465,27,1,26.08.2025,productpage,View,228.0
466,35,20,29.07.2025,productpage,View,200.0
467,32,3,14.10.2025,productpage,View,37.0
468,3,19,25.06.2025,homepage,View,215.0
469,18,16,27.11.2025,productpage,View,33.0
470,76,16,23.01.2024,homepage,Click,28.0
471,14,16,01.02.2024,productpage,Click,10.0
472,28,14,09.03.2025,productpage,Click,94.0
473,76,2,21.03.2025,productpage,Click,168.0
474,59,3,24.03.2023,productpage,Click,72.0
475,91,6,13.02.2025,homepage,Click,90.0
476,80,4,22.08.2024,homepage,Click,41.0
477,94,11,10.04.2025,productpage,Click,56.0
478,80,7,27.08.2025,productpage,Click,225.0
479,63,17,17.01.2023,productpage,Click,296.0
480,30,12,23.10.2025,homepage,Click,29.0
481,43,7,17.06.2025,productpage,Click,261.0
482,72,4,14.12.2025,productpage,Click,126.0
483,86,17,02.10.2024,homepage,View,153.0
484,98,7,30.08.2023,homepage,Click,222.0
485,100,4,05.03.2023,productpage,Click,101.0
486,91,16,17.06.2023,homepage,View,226.0
487,35,19,07.05.2023,checkout,Drop-off,
488,72,16,21.08.2023,checkout,Drop-off,
489,57,16,23.03.2024,homepage,View,266.0
490,53,13,28.03.2025,productpage,View,108.0
491,77,19,14.05.2023,checkout,Drop-off,
492,69,20,16.05.2025,productpage,View,186.0
493,32,7,23.04.2024,checkout,Drop-off,
494,29,6,27.10.2024,checkout,Drop-off,
495,43,2,04.02.2023,checkout,Drop-off,
496,76,20,08.12.2024,homepage,Click,66.0
497,55,15,18.05.2024,homepage,View,83.0
498,33,20,21.09.2024,checkout,Drop-off,
499,95,18,24.01.2024,productpage,View,112.0
500,29,8,31.07.2025,homepage,Click,277.0
501,57,17,19.10.2023,homepage,View,14.0
502,10,3,19.08.2023,productpage,View,134.0
503,35,9,18.02.2023,homepage,Click,239.0
504,4,13,08.02.2025,homepage,Click,281.0
505,15,11,16.02.2023,homepage,Click,167.0
506,100,17,20.08.2023,homepage,View,69.0
507,90,17,02.01.2025,productpage,View,259.0
508,48,15,13.09.2024,productpage,View,64.0
509,42,16,27.11.2025,productpage,View,53.0
510,14,14,21.12.2023,checkout,Drop-off,
511,65,3,23.05.2025,productpage,View,40.0
512,67,11,04.11.2025,homepage,Click,229.0
513,91,17,18.04.2024,productpage,Click,195.0
514,24,3,18.06.2024,productpage,Click,38.0
515,49,3,23.05.2025,homepage,View,231.0
516,14,15,26.09.2023,checkout,Drop-off,
517,55,10,07.01.2025,homepage,View,19.0
518,89,12,09.07.2023,homepage,View,56.0
519,99,1,14.03.2024,productpage,View,206.0
520,42,16,13.07.2025,checkout,Drop-off,
521,12,13,25.03.2024,checkout,Drop-off,
522,78,19,15.06.2023,homepage,View,101.0
523,85,2,08.10.2025,homepage,Click,240.0
524,34,13,12.04.2023,homepage,View,65.0
525,34,10,24.07.2023,productpage,View,61.0
526,87,9,17.05.2025,checkout,Drop-off,
527,66,14,20.06.2025,productpage,View,33.0
528,38,6,19.11.2024,productpage,View,156.0
529,83,14,20.09.2025,productpage,View,173.0
530,76,8,06.03.2023,homepage,View,159.0
531,20,3,22.05.2025,homepage,Click,264.0
532,98,12,11.06.2023,productpage,Click,278.0
533,33,11,29.01.2023,checkout,Purchase,84.0
534,59,7,16.01.2025,homepage,Click,224.0
535,4,7,31.03.2025,homepage,View,135.0
536,55,17,30.06.2025,productpage,View,272.0
537,52,6,01.04.2025,productpage,View,291.0
538,25,9,11.04.2024,homepage,View,232.0
539,18,1,27.02.2023,productpage,View,139.0
540,28,6,27.05.2024,homepage,Click,122.0
541,70,1,12.11.2023,checkout,Purchase,194.0
542,43,2,02.05.2023,homepage,View,16.0
543,7,7,26.06.2024,checkout,Drop-off,
544,58,3,20.04.2024,productpage,View,89.0
545,81,19,24.02.2024,homepage,View,248.0
546,77,2,21.03.2025,homepage,View,257.0
547,15,7,24.05.2023,productpage,View,13.0
548,84,17,09.04.2023,homepage,View,254.0
549,50,4,18.08.2023,homepage,View,110.0
550,77,14,14.06.2025,checkout,Drop-off,
551,94,11,22.06.2023,homepage,Click,115.0
552,93,7,27.10.2023,homepage,Click,146.0
553,39,16,18.05.2024,homepage,Click,119.0
554,95,7,17.03.2023,homepage,View,266.0
555,53,5,14.09.2023,homepage,View,247.0
556,97,12,15.08.2024,productpage,View,111.0
557,8,12,16.07.2025,checkout,Drop-off,
558,42,17,31.03.2024,checkout,Drop-off,
559,88,7,11.12.2025,checkout,Drop-off,
560,53,8,05.12.2024,productpage,View,129.0
561,1,20,04.07.2025,homepage,Click,225.0
562,17,20,04.02.2024,homepage,Click,46.0
563,65,20,18.08.2023,productpage,Click,283.0
564,19,16,02.06.2025,productpage,Click,252.0
565,26,2,16.11.2023,homepage,Click,64.0
566,25,12,27.09.2025,checkout,Purchase,188.0
567,97,10,02.09.2025,homepage,View,105.0
568,95,3,25.07.2023,homepage,View,155.0
569,4,9,09.05.2025,productpage,View,54.0
570,29,5,25.11.2025,productpage,View,193.0
571,10,15,05.01.2025,homepage,View,48.0
572,36,20,07.03.2024,homepage,View,26.0
573,50,13,19.05.2024,checkout,Drop-off,
574,69,6,05.10.2023,homepage,View,56.0
575,98,20,30.01.2023,homepage,Click,72.0
576,97,17,13.08.2025,productpage,Click,68.0
577,1,1,17.12.2025,homepage,Click,115.0
578,84,18,17.04.2025,checkout,Purchase,109.0
579,76,6,18.02.2024,homepage,View,55.0
580,90,16,04.01.2025,homepage,Click,237.0
581,99,9,11.02.2023,productpage,Click,48.0
582,59,2,06.06.2024,productpage,Click,61.0
583,73,15,24.10.2023,homepage,View,96.0
584,75,7,19.03.2023,homepage,View,167.0
585,2,9,12.01.2023,homepage,View,250.0
586,68,5,06.08.2024,homepage,View,214.0
587,73,20,19.01.2025,homepage,Click,210.0
588,49,4,28.09.2025,checkout,Purchase,178.0
589,93,11,11.11.2024,homepage,View,190.0
590,34,10,25.05.2024,homepage,View,124.0
